village_name,com_com,dis_name,pro_name
Tuol Prich,Moha Ruessei,Kong Pisei,Kampong Speu
Trapeang Teab,Moha Ruessei,Kong Pisei,Kampong Speu
Krang Ta Lat,Moha Ruessei,Kong Pisei,Kampong Speu
Prey Tumnob,Moha Ruessei,Kong Pisei,Kampong Speu
Trapeang Chak,Moha Ruessei,Kong Pisei,Kampong Speu
Trach Koh,Moha Ruessei,Kong Pisei,Kampong Speu
Angk Roung,Moha Ruessei,Kong Pisei,Kampong Speu
Samraong Khpos,Moha Ruessei,Kong Pisei,Kampong Speu
Trapeang Ampil,Moha Ruessei,Kong Pisei,Kampong Speu
Krang Chheu Neang,Moha Ruessei,Kong Pisei,Kampong Speu
Angk RoMeas,Moha Ruessei,Kong Pisei,Kampong Speu
Ponlueu Khae,Pechr Muni,Kong Pisei,Kampong Speu
Kanlaeng Romeas,Pechr Muni,Kong Pisei,Kampong Speu
Trapeang Snoul,Pechr Muni,Kong Pisei,Kampong Speu
Trapeang Thnal,Pechr Muni,Kong Pisei,Kampong Speu
Pech Muni,Pechr Muni,Kong Pisei,Kampong Speu
Trapeang Roka,Pechr Muni,Kong Pisei,Kampong Speu
Thnal Bat,Pechr Muni,Kong Pisei,Kampong Speu
Tuol Pring,Pechr Muni,Kong Pisei,Kampong Speu
Tuol M'am,Pechr Muni,Kong Pisei,Kampong Speu
Kouk Dangkao,Pechr Muni,Kong Pisei,Kampong Speu
Kokruos,Pechr Muni,Kong Pisei,Kampong Speu
Chas,Pechr Muni,Kong Pisei,Kampong Speu
Phchoek Chrum,Pechr Muni,Kong Pisei,Kampong Speu
Dot Kambaor,Preah Nipean,Kong Pisei,Kampong Speu
Kanhchrab,Preah Nipean,Kong Pisei,Kampong Speu
Prey Khla,Preah Nipean,Kong Pisei,Kampong Speu
Kor,Preah Nipean,Kong Pisei,Kampong Speu
Kok,Preah Nipean,Kong Pisei,Kampong Speu
Damnak Mean chey,Preah Nipean,Kong Pisei,Kampong Speu
Chamkar Sbov,Preah Nipean,Kong Pisei,Kampong Speu
Chrab Tboung,Preah Nipean,Kong Pisei,Kampong Speu
Chrab Cheung,Preah Nipean,Kong Pisei,Kampong Speu
Prey Lvea,Preah Nipean,Kong Pisei,Kampong Speu
Trapeang Sla,Preah Nipean,Kong Pisei,Kampong Speu
Boeng Kak,Preah Nipean,Kong Pisei,Kampong Speu
Tuol Thnong,Preah Nipean,Kong Pisei,Kampong Speu
Sala Kruos,Preah Nipean,Kong Pisei,Kampong Speu
Sayav,Preah Nipean,Kong Pisei,Kampong Speu
Krang Trea,Preah Nipean,Kong Pisei,Kampong Speu
Liek,Preah Nipean,Kong Pisei,Kampong Speu
Pheansa,Preah Nipean,Kong Pisei,Kampong Speu
Prey Thkov,Preah Nipean,Kong Pisei,Kampong Speu
Krabau,Preah Nipean,Kong Pisei,Kampong Speu
Thlok Preal,Preah Nipean,Kong Pisei,Kampong Speu
Trapeang Chambak,Preah Nipean,Kong Pisei,Kampong Speu
Ruessei,Preah Nipean,Kong Pisei,Kampong Speu
Ta Aong,Preah Nipean,Kong Pisei,Kampong Speu
Dak Por,Preah Nipean,Kong Pisei,Kampong Speu
Prey Totueng,Preah Nipean,Kong Pisei,Kampong Speu
Prey Dang Tuek,Preah Nipean,Kong Pisei,Kampong Speu
Khlaeng Poar Tboung,Prey Nheat,Kong Pisei,Kampong Speu
Doung,Prey Nheat,Kong Pisei,Kampong Speu
Srae Char,Prey Nheat,Kong Pisei,Kampong Speu
Trapeang Kanthao,Prey Nheat,Kong Pisei,Kampong Speu
Dam Daek,Prey Nheat,Kong Pisei,Kampong Speu
Haong,Prey Nheat,Kong Pisei,Kampong Speu
Prey Nheat,Prey Nheat,Kong Pisei,Kampong Speu
Svay,Prey Nheat,Kong Pisei,Kampong Speu
Ta Ney,Prey Nheat,Kong Pisei,Kampong Speu
Svay Char,Prey Nheat,Kong Pisei,Kampong Speu
Bak Ka,Prey Nheat,Kong Pisei,Kampong Speu
Boeng Prasrae,Prey Nheat,Kong Pisei,Kampong Speu
Angk Samraong,Prey Nheat,Kong Pisei,Kampong Speu
Prey Chor,Prey Nheat,Kong Pisei,Kampong Speu
Tboung Angk,Prey Nheat,Kong Pisei,Kampong Speu
Prey Kuk,Prey Nheat,Kong Pisei,Kampong Speu
Chhuk Sa,Prey Nheat,Kong Pisei,Kampong Speu
Phlov Damrei,Prey Nheat,Kong Pisei,Kampong Speu
Khlaeng Poar Cheung,Prey Nheat,Kong Pisei,Kampong Speu
Pnov,Prey Nheat,Kong Pisei,Kampong Speu
Prey Rongieng,Prey Nheat,Kong Pisei,Kampong Speu
Trapeang Kralanh,Prey Nheat,Kong Pisei,Kampong Speu
Samdach Ov,Prey Nheat,Kong Pisei,Kampong Speu
Chas,Prey Nheat,Kong Pisei,Kampong Speu
Prey Teu,Prey Nheat,Kong Pisei,Kampong Speu
Trapeang Thnong,Prey Vihear,Kong Pisei,Kampong Speu
Damnak Pongro,Prey Vihear,Kong Pisei,Kampong Speu
Thmei,Prey Vihear,Kong Pisei,Kampong Speu
Angk Khcheay,Prey Vihear,Kong Pisei,Kampong Speu
Boeng Roneal,Prey Vihear,Kong Pisei,Kampong Speu
Trapeang Svay,Prey Vihear,Kong Pisei,Kampong Speu
Aekakpheap,Prey Vihear,Kong Pisei,Kampong Speu
Damrei Slab,Prey Vihear,Kong Pisei,Kampong Speu
Prey Chheu Teal,Prey Vihear,Kong Pisei,Kampong Speu
Tuol Tbaeng,Prey Vihear,Kong Pisei,Kampong Speu
Prey Smach,Prey Vihear,Kong Pisei,Kampong Speu
Ta Phouk,Prey Vihear,Kong Pisei,Kampong Speu
Prey Kaes,Prey Vihear,Kong Pisei,Kampong Speu
Chamkar Doung,Prey Vihear,Kong Pisei,Kampong Speu
Prey Damnak,Prey Vihear,Kong Pisei,Kampong Speu
Boeng Changriek,Prey Vihear,Kong Pisei,Kampong Speu
Chrey Vear,Prey Vihear,Kong Pisei,Kampong Speu
Chek Sraton,Prey Vihear,Kong Pisei,Kampong Speu
Trapeang Chrey,Prey Vihear,Kong Pisei,Kampong Speu
Dei Kraham,Roka Kaoh,Kong Pisei,Kampong Speu
Pring Tuek,Roka Kaoh,Kong Pisei,Kampong Speu
Doun Iet,Roka Kaoh,Kong Pisei,Kampong Speu
Prey Ta Ouk,Roka Kaoh,Kong Pisei,Kampong Speu
Prey Pongro,Roka Kaoh,Kong Pisei,Kampong Speu
Ta Roung,Roka Kaoh,Kong Pisei,Kampong Speu
Ou Ta Pung,Roka Kaoh,Kong Pisei,Kampong Speu
Srae Thlok,Roka Kaoh,Kong Pisei,Kampong Speu
Prey Khvav,Roka Kaoh,Kong Pisei,Kampong Speu
Dam Daek,Roka Kaoh,Kong Pisei,Kampong Speu
Roka Kaoh,Roka Kaoh,Kong Pisei,Kampong Speu
Chey Ta Kuon,Roka Kaoh,Kong Pisei,Kampong Speu
Krang Khlong,Sdok,Kong Pisei,Kampong Speu
Trapeang Leuk,Sdok,Kong Pisei,Kampong Speu
Prey Changva,Sdok,Kong Pisei,Kampong Speu
Sdok,Sdok,Kong Pisei,Kampong Speu
Chek,Sdok,Kong Pisei,Kampong Speu
Prey Char,Sdok,Kong Pisei,Kampong Speu
Boeng Trav,Sdok,Kong Pisei,Kampong Speu
Tram Kang,Sdok,Kong Pisei,Kampong Speu
Prey Khvav,Sdok,Kong Pisei,Kampong Speu
Pok Tang,Sdok,Kong Pisei,Kampong Speu
Prey Anteav,Sdok,Kong Pisei,Kampong Speu
Trapeang Kakaoh,Sdok,Kong Pisei,Kampong Speu
Beng,Sdok,Kong Pisei,Kampong Speu
Doung,Sdok,Kong Pisei,Kampong Speu
Thmei,Sdok,Kong Pisei,Kampong Speu
Boeng Poat,Sdok,Kong Pisei,Kampong Speu
Trapeang Proluet,Sdok,Kong Pisei,Kampong Speu
Trapeang Sras,Sdok,Kong Pisei,Kampong Speu
Tram Khnar,Snam Krapeu,Kong Pisei,Kampong Speu
Trapeang Da,Snam Krapeu,Kong Pisei,Kampong Speu
Trapeang Stong,Snam Krapeu,Kong Pisei,Kampong Speu
Trapeang Thlok,Snam Krapeu,Kong Pisei,Kampong Speu
Snuol,Snam Krapeu,Kong Pisei,Kampong Speu
Soukong,Snam Krapeu,Kong Pisei,Kampong Speu
Samraong,Snam Krapeu,Kong Pisei,Kampong Speu
Ruessei Srok,Snam Krapeu,Kong Pisei,Kampong Speu
Krang Ponley,Snam Krapeu,Kong Pisei,Kampong Speu
Krang Kandal,Snam Krapeu,Kong Pisei,Kampong Speu
Angk Kantoch,Snam Krapeu,Kong Pisei,Kampong Speu
Thma Sa,Snam Krapeu,Kong Pisei,Kampong Speu
Prey Ta Muoch,Snam Krapeu,Kong Pisei,Kampong Speu
Prey Nuk,Snam Krapeu,Kong Pisei,Kampong Speu
Kak Krapeu,Snam Krapeu,Kong Pisei,Kampong Speu
Krang Kruos,Snam Krapeu,Kong Pisei,Kampong Speu
Ballangk Reachea,Snam Krapeu,Kong Pisei,Kampong Speu
Prey Kambaor,Snam Krapeu,Kong Pisei,Kampong Speu
Trapeang Veaeng,Snam Krapeu,Kong Pisei,Kampong Speu
Andoung Chroh,Snam Krapeu,Kong Pisei,Kampong Speu
Trapeang Mean,Snam Krapeu,Kong Pisei,Kampong Speu
Traeuy Trak,Snam Krapeu,Kong Pisei,Kampong Speu
Thlok Mean,Snam Krapeu,Kong Pisei,Kampong Speu
Mkak,Snam Krapeu,Kong Pisei,Kampong Speu
Ou Pongro,Srang,Kong Pisei,Kampong Speu
Andoung Prang,Srang,Kong Pisei,Kampong Speu
Ou Ta Vam,Srang,Kong Pisei,Kampong Speu
Roleang Tuek,Srang,Kong Pisei,Kampong Speu
Thlok Doun Sa,Srang,Kong Pisei,Kampong Speu
Trapeang Thma,Srang,Kong Pisei,Kampong Speu
Srang,Srang,Kong Pisei,Kampong Speu
Svay,Srang,Kong Pisei,Kampong Speu
Trabaek Tung,Srang,Kong Pisei,Kampong Speu
Krang Khnong,Srang,Kong Pisei,Kampong Speu
Angk Doun Tei,Srang,Kong Pisei,Kampong Speu
Sla,Srang,Kong Pisei,Kampong Speu
Svay Chrum,Srang,Kong Pisei,Kampong Speu
Veal,Srang,Kong Pisei,Kampong Speu
Trapeang Trach,Srang,Kong Pisei,Kampong Speu
Srae Moan,Srang,Kong Pisei,Kampong Speu
Pheaek,Srang,Kong Pisei,Kampong Speu
Pongro,Srang,Kong Pisei,Kampong Speu
Chres,Tuek L'ak,Kong Pisei,Kampong Speu
Chambak K'aer,Tuek L'ak,Kong Pisei,Kampong Speu
Sanlang,Tuek L'ak,Kong Pisei,Kampong Speu
Angk Doun Pis,Tuek L'ak,Kong Pisei,Kampong Speu
Pravuek Pong,Tuek L'ak,Kong Pisei,Kampong Speu
Kbal Damrei,Tuek L'ak,Kong Pisei,Kampong Speu
Boeng Ngoung,Tuek L'ak,Kong Pisei,Kampong Speu
Prey Kantouch,Tuek L'ak,Kong Pisei,Kampong Speu
Ta Ngov,Tuek L'ak,Kong Pisei,Kampong Speu
Snuol Chrum,Tuek L'ak,Kong Pisei,Kampong Speu
Kor,Tuek L'ak,Kong Pisei,Kampong Speu
Trav,Tuek L'ak,Kong Pisei,Kampong Speu
Tboung Phnum,Veal,Kong Pisei,Kampong Speu
Trav,Veal,Kong Pisei,Kampong Speu
Krasang Chi Meae,Veal,Kong Pisei,Kampong Speu
Prey Sdach,Veal,Kong Pisei,Kampong Speu
Prey Khlong,Veal,Kong Pisei,Kampong Speu
Prey Khmer,Veal,Kong Pisei,Kampong Speu
Prey Totueng Khang Lech,Veal,Kong Pisei,Kampong Speu
Trapeang Pou,Veal,Kong Pisei,Kampong Speu
Prey Totueng Khang Kaeut,Veal,Kong Pisei,Kampong Speu
Thma Bang,Veal,Kong Pisei,Kampong Speu
Ta Yang,Veal,Kong Pisei,Kampong Speu
Prey Chrey,Veal,Kong Pisei,Kampong Speu
Trapeang Veaeng,Veal,Kong Pisei,Kampong Speu
Tuol Lvea,Veal,Kong Pisei,Kampong Speu
Chheu Teal Chrum,Veal,Kong Pisei,Kampong Speu
Prey Sbat,Veal,Kong Pisei,Kampong Speu
Tuol Khpos,Veal,Kong Pisei,Kampong Speu
Tboung Boeng,Veal,Kong Pisei,Kampong Speu
Krang Teav,Veal,Kong Pisei,Kampong Speu
Lech Boeng,Veal,Kong Pisei,Kampong Speu
Prey Sbov,Veal,Kong Pisei,Kampong Speu
Cham,Veal,Kong Pisei,Kampong Speu
Tang Robang,Haong Samnam,Aoral,Kampong Speu
Champei,Haong Samnam,Aoral,Kampong Speu
Dei Chhnang,Haong Samnam,Aoral,Kampong Speu
Krang Ta Va,Haong Samnam,Aoral,Kampong Speu
Krang Kokir,Haong Samnam,Aoral,Kampong Speu
Krang,Haong Samnam,Aoral,Kampong Speu
Prey Totueng,Haong Samnam,Aoral,Kampong Speu
Monourom,Haong Samnam,Aoral,Kampong Speu
Tuol Thnong,Haong Samnam,Aoral,Kampong Speu
Reaksmei,Reaksmei Sameakki,Aoral,Kampong Speu
Sameakki,Reaksmei Sameakki,Aoral,Kampong Speu
Prey Mean,Reaksmei Sameakki,Aoral,Kampong Speu
Ou Phdau,Reaksmei Sameakki,Aoral,Kampong Speu
Peam Ros,Reaksmei Sameakki,Aoral,Kampong Speu
Prey Thum,Reaksmei Sameakki,Aoral,Kampong Speu
Pos Vaek,Reaksmei Sameakki,Aoral,Kampong Speu
Sangkae Chrum,Reaksmei Sameakki,Aoral,Kampong Speu
Prey Phdau,Trapeang Chour,Aoral,Kampong Speu
Phlov Kou,Trapeang Chour,Aoral,Kampong Speu
Chrak Teak,Trapeang Chour,Aoral,Kampong Speu
Peam Lvea,Trapeang Chour,Aoral,Kampong Speu
Lnguem,Trapeang Chour,Aoral,Kampong Speu
Trapeang Angkrong,Trapeang Chour,Aoral,Kampong Speu
Chheu Tealchhum,Trapeang Chour,Aoral,Kampong Speu
Ou Taong,Trapeang Chour,Aoral,Kampong Speu
Svay Teab,Trapeang Chour,Aoral,Kampong Speu
Kraviek,Trapeang Chour,Aoral,Kampong Speu
Samraong,Trapeang Chour,Aoral,Kampong Speu
Kbal Damrei,Trapeang Chour,Aoral,Kampong Speu
Cham Bok,Trapeang Chour,Aoral,Kampong Speu
Traing,Trapeang Chour,Aoral,Kampong Speu
Ta Nil,Trapeang Chour,Aoral,Kampong Speu
Koa Doun Tei,Trapeang Chour,Aoral,Kampong Speu
Putrea,Trapeang Chour,Aoral,Kampong Speu
Kraing Thnung,Trapeang Chour,Aoral,Kampong Speu
Chumnoab,Sangkae Satob,Aoral,Kampong Speu
Peam,Sangkae Satob,Aoral,Kampong Speu
Pring Kaong,Sangkae Satob,Aoral,Kampong Speu
Yang Pis,Sangkae Satob,Aoral,Kampong Speu
Tang Sroeng,Sangkae Satob,Aoral,Kampong Speu
Tuol Chheu Neang,Sangkae Satob,Aoral,Kampong Speu
Ta Minh,Sangkae Satob,Aoral,Kampong Speu
Kantuot,Sangkae Satob,Aoral,Kampong Speu
Ta Daes,Sangkae Satob,Aoral,Kampong Speu
Dambang Vinh,Sangkae Satob,Aoral,Kampong Speu
Kouk,Sangkae Satob,Aoral,Kampong Speu
Krang Pongro,Sangkae Satob,Aoral,Kampong Speu
Phsar Kantuot,Sangkae Satob,Aoral,Kampong Speu
Srae Vien,Sangkae Satob,Aoral,Kampong Speu
Trapeang Kong,Sangkae Satob,Aoral,Kampong Speu
Ta Sal,Ta Sal,Aoral,Kampong Speu
Anlong Sangkae,Ta Sal,Aoral,Kampong Speu
Kaoh Run,Ta Sal,Aoral,Kampong Speu
Knong Ay,Ta Sal,Aoral,Kampong Speu
Roung Masin,Ta Sal,Aoral,Kampong Speu
Trapeang Chhma,Ta Sal,Aoral,Kampong Speu
Doung,Ta Sal,Aoral,Kampong Speu
Kampeh,Ta Sal,Aoral,Kampong Speu
Tang Bampong,Ta Sal,Aoral,Kampong Speu
Keh,Ta Sal,Aoral,Kampong Speu
Choam,Ta Sal,Aoral,Kampong Speu
Sorya,Ta Sal,Aoral,Kampong Speu
Kreal Pong,Ta Sal,Aoral,Kampong Speu
Doun Chun,Ta Sal,Aoral,Kampong Speu
Thmei,Ta Sal,Aoral,Kampong Speu
Romeang Sor,Ta Sal,Aoral,Kampong Speu
Ou Ancha,Ta Sal,Aoral,Kampong Speu
Krang Tumnob,Chan Saen,Odongk,Kampong Speu
Sdok Taol Thmei,Chan Saen,Odongk,Kampong Speu
Sdok Taol Chas,Chan Saen,Odongk,Kampong Speu
Thmei Tumloab,Chan Saen,Odongk,Kampong Speu
Tuol Vihear,Chan Saen,Odongk,Kampong Speu
Trapeang Ampil,Chan Saen,Odongk,Kampong Speu
Prey Toan,Chan Saen,Odongk,Kampong Speu
Anlong Chamnar,Chan Saen,Odongk,Kampong Speu
Chanteak Saen,Chan Saen,Odongk,Kampong Speu
Trapeang Antong,Chan Saen,Odongk,Kampong Speu
Tumnob Tuek,Chan Saen,Odongk,Kampong Speu
Trapeang Kou,Chan Saen,Odongk,Kampong Speu
Ampil Tuek,Chan Saen,Odongk,Kampong Speu
Sdok Ak,Chan Saen,Odongk,Kampong Speu
Pal Hal,Chan Saen,Odongk,Kampong Speu
Yos Chou,Cheung Roas,Odongk,Kampong Speu
Ta Sal,Cheung Roas,Odongk,Kampong Speu
Sakar Kaev,Cheung Roas,Odongk,Kampong Speu
Ta Yos,Cheung Roas,Odongk,Kampong Speu
Phnum Totueng,Cheung Roas,Odongk,Kampong Speu
Suos Ney,Cheung Roas,Odongk,Kampong Speu
Banteay Khmer,Cheung Roas,Odongk,Kampong Speu
Trapeang Rokar,Cheung Roas,Odongk,Kampong Speu
Angk Serei,Cheung Roas,Odongk,Kampong Speu
Phnum Bat,Cheung Roas,Odongk,Kampong Speu
Chek,Cheung Roas,Odongk,Kampong Speu
Sambuor,Cheung Roas,Odongk,Kampong Speu
Phnum Angk Ta Pok,Cheung Roas,Odongk,Kampong Speu
Srangae,Cheung Roas,Odongk,Kampong Speu
Chres,Cheung Roas,Odongk,Kampong Speu
Kamnab,Cheung Roas,Odongk,Kampong Speu
Chumpu Proeks,Chumpu Proeks,Odongk,Kampong Speu
Krang Ta Saom,Chumpu Proeks,Odongk,Kampong Speu
Prey Ampil,Chumpu Proeks,Odongk,Kampong Speu
Chrak Popul,Chumpu Proeks,Odongk,Kampong Speu
Trach Khpos,Chumpu Proeks,Odongk,Kampong Speu
Prey Ansae,Chumpu Proeks,Odongk,Kampong Speu
Trapeang Leab,Chumpu Proeks,Odongk,Kampong Speu
Ou Samrae,Khsem Khsant,Odongk,Kampong Speu
Dambouk Sa,Khsem Khsant,Odongk,Kampong Speu
Trapeang Kraloung,Khsem Khsant,Odongk,Kampong Speu
Kandal,Khsem Khsant,Odongk,Kampong Speu
Trapeang Thma,Khsem Khsant,Odongk,Kampong Speu
Ta Ling,Khsem Khsant,Odongk,Kampong Speu
Prey Totueng,Khsem Khsant,Odongk,Kampong Speu
Trapeang Prei,Khsem Khsant,Odongk,Kampong Speu
Trapeang Kansaeng,Khsem Khsant,Odongk,Kampong Speu
Kakab,Khsem Khsant,Odongk,Kampong Speu
Ta Lak,Khsem Khsant,Odongk,Kampong Speu
Bat Doeng,Khsem Khsant,Odongk,Kampong Speu
Baek Khlouk,Khsem Khsant,Odongk,Kampong Speu
Damnak Trach,Khsem Khsant,Odongk,Kampong Speu
Sdok Lpov,Khsem Khsant,Odongk,Kampong Speu
Trapeang Krasang,Khsem Khsant,Odongk,Kampong Speu
Ta Lok,Khsem Khsant,Odongk,Kampong Speu
Trach Tong,Khsem Khsant,Odongk,Kampong Speu
Prey Ta Chey,Khsem Khsant,Odongk,Kampong Speu
Kouk Sandaek,Krang Chek,Odongk,Kampong Speu
Rumpoat Chruk,Krang Chek,Odongk,Kampong Speu
Tuol Baray,Krang Chek,Odongk,Kampong Speu
Angk,Krang Chek,Odongk,Kampong Speu
Ak Yum,Krang Chek,Odongk,Kampong Speu
Tnaot,Krang Chek,Odongk,Kampong Speu
Kbal Keay,Krang Chek,Odongk,Kampong Speu
Sambok Kriel,Krang Chek,Odongk,Kampong Speu
Trapeang Sangkae,Krang Chek,Odongk,Kampong Speu
Kruos,Krang Chek,Odongk,Kampong Speu
Tuol Sdau,Krang Chek,Odongk,Kampong Speu
Chbar Chroh,Krang Chek,Odongk,Kampong Speu
Trapeang Mean,Krang Chek,Odongk,Kampong Speu
Kaoh,Krang Chek,Odongk,Kampong Speu
Ta Ni,Krang Chek,Odongk,Kampong Speu
Krang Chek,Krang Chek,Odongk,Kampong Speu
Krang Chongruk,Krang Chek,Odongk,Kampong Speu
Kouk Roveay,Krang Chek,Odongk,Kampong Speu
Tuol Kaes,Krang Chek,Odongk,Kampong Speu
Trapeang Kak,Krang Chek,Odongk,Kampong Speu
Trapeang Kroem,Krang Chek,Odongk,Kampong Speu
Sdau Aem,Krang Chek,Odongk,Kampong Speu
Danlang,Krang Chek,Odongk,Kampong Speu
Ampil Ph'aem,Krang Chek,Odongk,Kampong Speu
Krang Sotin,Mean Chey,Odongk,Kampong Speu
Svay,Mean Chey,Odongk,Kampong Speu
Tuek Ruessei,Mean Chey,Odongk,Kampong Speu
Romeang Slab,Mean Chey,Odongk,Kampong Speu
Tumpung,Mean Chey,Odongk,Kampong Speu
Veal Tonsay,Mean Chey,Odongk,Kampong Speu
Prey Chongruk,Mean Chey,Odongk,Kampong Speu
Sdok,Mean Chey,Odongk,Kampong Speu
Sdok S'at,Mean Chey,Odongk,Kampong Speu
Kandal,Mean Chey,Odongk,Kampong Speu
Trapeang Chambak,Mean Chey,Odongk,Kampong Speu
Prey Smet,Mean Chey,Odongk,Kampong Speu
Tumnob Angk,Mean Chey,Odongk,Kampong Speu
Phleung Chheh,Mean Chey,Odongk,Kampong Speu
Angk Sandan,Preah Srae,Odongk,Kampong Speu
Pou Kaong,Preah Srae,Odongk,Kampong Speu
Ta Chiel,Preah Srae,Odongk,Kampong Speu
Chhuk Sa,Preah Srae,Odongk,Kampong Speu
Sae Chenda,Preah Srae,Odongk,Kampong Speu
Svay Pok,Preah Srae,Odongk,Kampong Speu
Trapeang Sangkae,Preah Srae,Odongk,Kampong Speu
Kbal Ou,Preah Srae,Odongk,Kampong Speu
Ampil Rung,Preah Srae,Odongk,Kampong Speu
Damnak Pring,Preah Srae,Odongk,Kampong Speu
Tuol Pongro,Preah Srae,Odongk,Kampong Speu
Prey Phdiek,Preah Srae,Odongk,Kampong Speu
Rumlech,Preah Srae,Odongk,Kampong Speu
Tuol Ta Ra,Preah Srae,Odongk,Kampong Speu
Angkrong,Preah Srae,Odongk,Kampong Speu
Pravuek Pong,Preah Srae,Odongk,Kampong Speu
Trapeang Chhuk,Preah Srae,Odongk,Kampong Speu
Prakel,Preah Srae,Odongk,Kampong Speu
La Khtom Khpos,Prey Krasang,Odongk,Kampong Speu
Tuol,Prey Krasang,Odongk,Kampong Speu
Kong Lueng,Prey Krasang,Odongk,Kampong Speu
Chrak,Prey Krasang,Odongk,Kampong Speu
Trapeang Lean,Prey Krasang,Odongk,Kampong Speu
Krang Slaeng,Prey Krasang,Odongk,Kampong Speu
Prey Krasang,Prey Krasang,Odongk,Kampong Speu
Kandak,Prey Krasang,Odongk,Kampong Speu
Trapeang Bangruh,Prey Krasang,Odongk,Kampong Speu
Prey Phdau,Prey Krasang,Odongk,Kampong Speu
Krang Doung,Prey Krasang,Odongk,Kampong Speu
Trapeang Chrov,Prey Krasang,Odongk,Kampong Speu
Krang Krouch,Prey Krasang,Odongk,Kampong Speu
Kouk Char,Prey Krasang,Odongk,Kampong Speu
Svay Phluoh,Prey Krasang,Odongk,Kampong Speu
Ta Dung,Trach Tong,Odongk,Kampong Speu
Ruessei Muoy Kum,Trach Tong,Odongk,Kampong Speu
Krang Trab,Trach Tong,Odongk,Kampong Speu
Trapeang Kdol,Trach Tong,Odongk,Kampong Speu
Boeng,Trach Tong,Odongk,Kampong Speu
Andoung Chroh,Trach Tong,Odongk,Kampong Speu
Trapeang Leuk,Trach Tong,Odongk,Kampong Speu
Trapeang Angkrong,Trach Tong,Odongk,Kampong Speu
Krasang Ph'aem,Trach Tong,Odongk,Kampong Speu
Srah Sdach,Trach Tong,Odongk,Kampong Speu
Khleang,Trach Tong,Odongk,Kampong Speu
Tuol Khlong,Trach Tong,Odongk,Kampong Speu
Ra,Trach Tong,Odongk,Kampong Speu
Boeng Va,Trach Tong,Odongk,Kampong Speu
Trapeang Khchau,Trach Tong,Odongk,Kampong Speu
Thmei,Trach Tong,Odongk,Kampong Speu
Trapeang Lpeak,Trach Tong,Odongk,Kampong Speu
Prey Chrab Kaeut,Veal Pong,Odongk,Kampong Speu
Prey Chrab Lech,Veal Pong,Odongk,Kampong Speu
Prey Totueng,Veal Pong,Odongk,Kampong Speu
Phkor,Veal Pong,Odongk,Kampong Speu
Khnor Ampil,Veal Pong,Odongk,Kampong Speu
Trapeang K'aek,Veal Pong,Odongk,Kampong Speu
Thal,Veal Pong,Odongk,Kampong Speu
Khsach Puon,Veal Pong,Odongk,Kampong Speu
Khchas,Veal Pong,Odongk,Kampong Speu
Kralanh,Veal Pong,Odongk,Kampong Speu
Tuol,Veal Pong,Odongk,Kampong Speu
Thlea Chas,Veal Pong,Odongk,Kampong Speu
Souvongs Kraom,Veal Pong,Odongk,Kampong Speu
Krang Ponhea,Veal Pong,Odongk,Kampong Speu
Trapeang Pou,Veal Pong,Odongk,Kampong Speu
Trapeang Khtum,Veal Pong,Odongk,Kampong Speu
Damnak Smach,Veal Pong,Odongk,Kampong Speu
Chamkar Doung,Veal Pong,Odongk,Kampong Speu
Sdok Kraol,Veal Pong,Odongk,Kampong Speu
Veal Pong,Veal Pong,Odongk,Kampong Speu
Souvongs Leu,Veal Pong,Odongk,Kampong Speu
Snam Puk,Veal Pong,Odongk,Kampong Speu
Pou,Veal Pong,Odongk,Kampong Speu
Andoung Chambak,Veal Pong,Odongk,Kampong Speu
Voat Kdei,Veal Pong,Odongk,Kampong Speu
Boureirom,Veal Pong,Odongk,Kampong Speu
Sameakkipheap,Veal Pong,Odongk,Kampong Speu
Odongk,Veang Chas,Odongk,Kampong Speu
Ou Karong,Veang Chas,Odongk,Kampong Speu
Chamkar Luong,Veang Chas,Odongk,Kampong Speu
Vihear Khpos,Veang Chas,Odongk,Kampong Speu
Khleang Pram,Veang Chas,Odongk,Kampong Speu
Knong Veang,Veang Chas,Odongk,Kampong Speu
Chen Dam Mlu,Veang Chas,Odongk,Kampong Speu
Srah Kaev,Veang Chas,Odongk,Kampong Speu
Krang Ponley,Veang Chas,Odongk,Kampong Speu
Voat Pou,Veang Chas,Odongk,Kampong Speu
Prey Thum,Yutth Sameakki,Odongk,Kampong Speu
Trach Kaong,Yutth Sameakki,Odongk,Kampong Speu
Angkor Ban,Yutth Sameakki,Odongk,Kampong Speu
Roung Kou,Yutth Sameakki,Odongk,Kampong Speu
Prey Chum,Yutth Sameakki,Odongk,Kampong Speu
Thommeak Tey,Yutth Sameakki,Odongk,Kampong Speu
Trapeang Khna,Yutth Sameakki,Odongk,Kampong Speu
Prey Tean,Yutth Sameakki,Odongk,Kampong Speu
Trapeang Thum,Yutth Sameakki,Odongk,Kampong Speu
Rung,Yutth Sameakki,Odongk,Kampong Speu
Reang Te,Yutth Sameakki,Odongk,Kampong Speu
Krang Kdei,Yutth Sameakki,Odongk,Kampong Speu
Krang Chres,Yutth Sameakki,Odongk,Kampong Speu
Trapeang Lpeak,Yutth Sameakki,Odongk,Kampong Speu
Srah Thul,Yutth Sameakki,Odongk,Kampong Speu
Krang Knor,Damnak Reang,Odongk,Kampong Speu
Chumtob Moan,Damnak Reang,Odongk,Kampong Speu
